price,quantity,product_name,country,customer_id,date,order_id
84.37,1,LED Desk Lamp,US,CUST-1030,2026/01/31,ORD-000030
52.09,3,Leather Wallet Classic,DE,CUST-1031,2026/02/01,ORD-000031
91.48,2,Monitor Arm Dual,UK,CUST-1032,2026/02/02,ORD-000032
31.47,1,Noise Cancelling Earbuds,FR,CUST-1033,2026/02/03,ORD-000033
57.73,1,4K Webcam Pro,BR,CUST-1034,2026/02/04,ORD-000034
76.71,3,Yoga Mat Premium,IN,CUST-1035,2026/02/05,ORD-000035
89.35,1,External SSD 1TB,CN,CUST-1036,2026/02/06,ORD-000036
83.26,3,Wireless Mouse Silent,UK,CUST-1037,2026/02/07,ORD-000037
52.31,2,Yoga Mat Premium,JP,CUST-1038,2026/02/08,ORD-000038
58.04,3,Organic Cotton T-Shirt,BR,CUST-1039,2026/02/09,ORD-000039
78.9,1,Running Shoes Elite,IN,CUST-1040,2026/02/10,ORD-000040
98.86,3,Ergonomic Office Chair,US,CUST-1041,2026/02/11,ORD-000041
82.0,1,Wireless Headphones Pro,UK,CUST-1042,2026/02/12,ORD-000042
54.53,1,4K Webcam Pro,US,CUST-1043,2026/02/13,ORD-000043
55.07,2,Yoga Mat Premium,DE,CUST-1044,2026/02/14,ORD-000044
95.86,2,Wireless Charger Pad,UK,CUST-1045,2026/02/15,ORD-000045
68.35,2,LED Desk Lamp,FR,CUST-1046,2026/02/16,ORD-000046
70.89,2,Mechanical Keyboard RGB,UK,CUST-1047,2026/02/17,ORD-000047
82.2,1,Monitor Arm Dual,CA,CUST-1048,2026/02/18,ORD-000048
53.85,2,Running Shoes Elite,FR,CUST-1049,2026/02/19,ORD-000049
49.98,2,Wireless Mouse Silent,FR,CUST-1050,2026/02/20,ORD-000050
72.62,2,Wireless Mouse Silent,DE,CUST-1051,2026/02/21,ORD-000051
96.45,2,Bluetooth Speaker Mini,BR,CUST-1052,2026/02/22,ORD-000052
81.32,1,Smart Watch Series 5,AU,CUST-1053,2026/02/23,ORD-000053
26.87,3,Mechanical Keyboard RGB,FR,CUST-1054,2026/02/24,ORD-000054
51.84,2,Ergonomic Office Chair,IN,CUST-1055,2026/02/25,ORD-000055
92.29,1,Portable Power Bank,BR,CUST-1056,2026/02/26,ORD-000056
48.62,2,Standing Desk Converter,DE,CUST-1057,2026/02/27,ORD-000057
96.69,3,Mechanical Keyboard RGB,BR,CUST-1058,2026/02/28,ORD-000058
26.64,2,Bluetooth Speaker Mini,DE,CUST-1059,2026/03/01,ORD-000059
55.8,1,Stainless Steel Water Bottle,AU,CUST-1060,2026/03/02,ORD-000060
31.27,2,Organic Cotton T-Shirt,BR,CUST-1061,2026/03/03,ORD-000061
70.33,1,Monitor Arm Dual,CA,CUST-1062,2026/03/04,ORD-000062
34.17,2,Standing Desk Converter,IN,CUST-1063,2026/03/05,ORD-000063
83.82,3,Wireless Headphones Pro,CN,CUST-1064,2026/03/06,ORD-000064
45.16,3,Organic Cotton T-Shirt,AU,CUST-1065,2026/03/07,ORD-000065
83.25,1,Standing Desk Converter,CN,CUST-1066,2026/03/08,ORD-000066
21.95,1,Ergonomic Office Chair,CN,CUST-1067,2026/03/09,ORD-000067
72.91,1,External SSD 1TB,DE,CUST-1068,2026/03/10,ORD-000068
57.18,1,External SSD 1TB,JP,CUST-1069,2026/03/11,ORD-000069
60.62,1,Bluetooth Speaker Mini,JP,CUST-1070,2026/03/12,ORD-000070
50.12,3,Air Purifier Small,FR,CUST-1071,2026/03/13,ORD-000071
37.48,2,Ergonomic Office Chair,DE,CUST-1072,2026/03/14,ORD-000072
40.82,3,Ergonomic Office Chair,FR,CUST-1073,2026/03/15,ORD-000073
