price,quantity,product_name,country,customer_id,date,order_id
48.56,3,External SSD 1TB,IN,CUST-1057,2026/02/27,ORD-000057
34.5,1,Smart Watch Series 5,CA,CUST-1058,2026/02/28,ORD-000058
66.51,1,Organic Cotton T-Shirt,DE,CUST-1059,2026/03/01,ORD-000059
79.19,2,Wireless Charger Pad,CN,CUST-1060,2026/03/02,ORD-000060
87.16,1,4K Webcam Pro,BR,CUST-1061,2026/03/03,ORD-000061
85.29,1,Smart Watch Series 5,DE,CUST-1062,2026/03/04,ORD-000062
71.39,2,Leather Wallet Classic,US,CUST-1063,2026/03/05,ORD-000063
82.78,2,4K Webcam Pro,IN,CUST-1064,2026/03/06,ORD-000064
55.15,2,Air Purifier Small,UK,CUST-1065,2026/03/07,ORD-000065
40.55,1,Bluetooth Speaker Mini,CA,CUST-1066,2026/03/08,ORD-000066
76.1,2,Wireless Charger Pad,UK,CUST-1067,2026/03/09,ORD-000067
44.61,3,Monitor Arm Dual,FR,CUST-1068,2026/03/10,ORD-000068
36.25,3,Ergonomic Office Chair,CA,CUST-1069,2026/03/11,ORD-000069
90.84,3,Wireless Headphones Pro,DE,CUST-1070,2026/03/12,ORD-000070
93.2,3,Wireless Mouse Silent,US,CUST-1071,2026/03/13,ORD-000071
49.87,3,Air Purifier Small,AU,CUST-1072,2026/03/14,ORD-000072
82.12,1,Yoga Mat Premium,FR,CUST-1073,2026/03/15,ORD-000073
52.73,2,Monitor Arm Dual,CN,CUST-1074,2026/03/16,ORD-000074
45.56,3,LED Desk Lamp,UK,CUST-1075,2026/03/17,ORD-000075
66.24,2,Smart Watch Series 5,JP,CUST-1076,2026/03/18,ORD-000076
21.37,2,Stainless Steel Water Bottle,US,CUST-1077,2026/03/19,ORD-000077
83.29,3,Bluetooth Speaker Mini,BR,CUST-1078,2026/03/20,ORD-000078
44.73,1,External SSD 1TB,AU,CUST-1079,2026/03/21,ORD-000079
26.87,3,External SSD 1TB,CN,CUST-1080,2026/03/22,ORD-000080
89.84,2,Standing Desk Converter,CA,CUST-1081,2026/03/23,ORD-000081
