price,quantity,product_name,country,customer_id,date,order_id
98.99,2,Ergonomic Office Chair,CA,CUST-1026,2026/01/27,ORD-000026
56.18,2,Organic Cotton T-Shirt,US,CUST-1027,2026/01/28,ORD-000027
57.93,3,Stainless Steel Water Bottle,CN,CUST-1028,2026/01/29,ORD-000028
31.52,1,Wireless Mouse Silent,IN,CUST-1029,2026/01/30,ORD-000029
89.78,2,4K Webcam Pro,BR,CUST-1030,2026/01/31,ORD-000030
28.85,3,Leather Wallet Classic,CN,CUST-1031,2026/02/01,ORD-000031
76.05,2,Noise Cancelling Earbuds,DE,CUST-1032,2026/02/02,ORD-000032
94.53,1,Organic Cotton T-Shirt,AU,CUST-1033,2026/02/03,ORD-000033
23.7,1,Bluetooth Speaker Mini,CN,CUST-1034,2026/02/04,ORD-000034
99.94,2,Wireless Mouse Silent,CA,CUST-1035,2026/02/05,ORD-000035
66.53,1,Standing Desk Converter,DE,CUST-1036,2026/02/06,ORD-000036
84.79,3,Wireless Headphones Pro,AU,CUST-1037,2026/02/07,ORD-000037
69.68,1,Yoga Mat Premium,IN,CUST-1038,2026/02/08,ORD-000038
57.64,3,Air Purifier Small,JP,CUST-1039,2026/02/09,ORD-000039
21.0,2,Monitor Arm Dual,CA,CUST-1040,2026/02/10,ORD-000040
57.23,3,Leather Wallet Classic,FR,CUST-1041,2026/02/11,ORD-000041
28.08,1,Stainless Steel Water Bottle,CN,CUST-1042,2026/02/12,ORD-000042
59.87,1,Standing Desk Converter,AU,CUST-1043,2026/02/13,ORD-000043
69.78,3,Wireless Mouse Silent,JP,CUST-1044,2026/02/14,ORD-000044
71.8,2,4K Webcam Pro,BR,CUST-1045,2026/02/15,ORD-000045
87.41,2,Portable Power Bank,DE,CUST-1046,2026/02/16,ORD-000046
31.99,1,Bluetooth Speaker Mini,FR,CUST-1047,2026/02/17,ORD-000047
65.16,3,Bluetooth Speaker Mini,JP,CUST-1048,2026/02/18,ORD-000048
86.38,3,4K Webcam Pro,FR,CUST-1049,2026/02/19,ORD-000049
61.84,1,Portable Power Bank,BR,CUST-1050,2026/02/20,ORD-000050
41.48,3,Yoga Mat Premium,CA,CUST-1051,2026/02/21,ORD-000051
82.07,2,Bluetooth Speaker Mini,DE,CUST-1052,2026/02/22,ORD-000052
47.62,2,LED Desk Lamp,US,CUST-1053,2026/02/23,ORD-000053
54.03,1,Organic Cotton T-Shirt,DE,CUST-1054,2026/02/24,ORD-000054
34.11,3,Running Shoes Elite,UK,CUST-1055,2026/02/25,ORD-000055
37.63,3,Wireless Headphones Pro,JP,CUST-1056,2026/02/26,ORD-000056
37.64,2,Wireless Mouse Silent,IN,CUST-1057,2026/02/27,ORD-000057
41.95,2,Bluetooth Speaker Mini,JP,CUST-1058,2026/02/28,ORD-000058
87.44,2,Yoga Mat Premium,CA,CUST-1059,2026/03/01,ORD-000059
49.69,3,Bluetooth Speaker Mini,BR,CUST-1060,2026/03/02,ORD-000060
40.58,3,Wireless Headphones Pro,BR,CUST-1061,2026/03/03,ORD-000061
71.79,1,Smart Watch Series 5,JP,CUST-1062,2026/03/04,ORD-000062
48.32,2,Organic Cotton T-Shirt,UK,CUST-1063,2026/03/05,ORD-000063
98.9,1,Wireless Mouse Silent,BR,CUST-1064,2026/03/06,ORD-000064
34.96,1,Wireless Charger Pad,IN,CUST-1065,2026/03/07,ORD-000065
89.99,1,Mechanical Keyboard RGB,US,CUST-1066,2026/03/08,ORD-000066
49.2,2,External SSD 1TB,IN,CUST-1067,2026/03/09,ORD-000067
37.25,1,Portable Power Bank,CA,CUST-1068,2026/03/10,ORD-000068
31.71,2,Stainless Steel Water Bottle,BR,CUST-1069,2026/03/11,ORD-000069
78.29,3,Stainless Steel Water Bottle,AU,CUST-1070,2026/03/12,ORD-000070
45.54,3,Noise Cancelling Earbuds,AU,CUST-1071,2026/03/13,ORD-000071
60.27,3,Wireless Charger Pad,DE,CUST-1072,2026/03/14,ORD-000072
24.56,2,Yoga Mat Premium,UK,CUST-1073,2026/03/15,ORD-000073
30.14,3,Organic Cotton T-Shirt,JP,CUST-1074,2026/03/16,ORD-000074
84.61,2,Smart Watch Series 5,BR,CUST-1075,2026/03/17,ORD-000075
86.65,2,LED Desk Lamp,BR,CUST-1076,2026/03/18,ORD-000076
72.69,3,Portable Power Bank,UK,CUST-1077,2026/03/19,ORD-000077
50.53,3,4K Webcam Pro,US,CUST-1078,2026/03/20,ORD-000078
31.07,2,Portable Power Bank,CN,CUST-1079,2026/03/21,ORD-000079
69.51,2,Wireless Headphones Pro,BR,CUST-1080,2026/03/22,ORD-000080
81.82,2,Mechanical Keyboard RGB,DE,CUST-1081,2026/03/23,ORD-000081
64.7,3,Leather Wallet Classic,IN,CUST-1082,2026/03/24,ORD-000082
54.17,3,Running Shoes Elite,AU,CUST-1083,2026/03/25,ORD-000083
73.31,3,Leather Wallet Classic,US,CUST-1084,2026/03/26,ORD-000084
98.82,1,Bluetooth Speaker Mini,DE,CUST-1085,2026/03/27,ORD-000085
67.45,2,Yoga Mat Premium,US,CUST-1086,2026/03/28,ORD-000086
70.97,1,External SSD 1TB,IN,CUST-1087,2026/03/29,ORD-000087
69.1,3,Smart Watch Series 5,CA,CUST-1088,2026/03/30,ORD-000088
36.22,1,Wireless Charger Pad,CN,CUST-1089,2026/03/31,ORD-000089
