ORD-000039,2026/02/09,CUST-1039,Monitor Arm Dual,2,39.62,CA
ORD-000040,2026/02/10,CUST-1040,Wireless Charger Pad,1,20.88,JP
ORD-000041,2026/02/11,CUST-1041,Wireless Mouse Silent,1,33.28,DE
ORD-000042,2026/02/12,CUST-1042,Bluetooth Speaker Mini,2,132.08,AU
ORD-000043,2026/02/13,CUST-1043,Ergonomic Office Chair,1,97.03,CA
ORD-000044,2026/02/14,CUST-1044,Portable Power Bank,3,30.1,UK
ORD-000045,2026/02/15,CUST-1045,Smart Watch Series 5,3,89.17,JP
ORD-000046,2026/02/16,CUST-1046,4K Webcam Pro,2,141.49,CA
ORD-000047,2026/02/17,CUST-1047,Wireless Mouse Silent,2,60.67,JP
ORD-000048,2026/02/18,CUST-1048,Portable Power Bank,2,21.96,IN
ORD-000049,2026/02/19,CUST-1049,Ergonomic Office Chair,2,62.8,CA
ORD-000050,2026/02/20,CUST-1050,Mechanical Keyboard RGB,3,77.86,UK
ORD-000051,2026/02/21,CUST-1051,Wireless Charger Pad,3,140.42,CN
ORD-000052,2026/02/22,CUST-1052,Portable Power Bank,1,68.57,US
ORD-000053,2026/02/23,CUST-1053,Leather Wallet Classic,1,58.42,US
ORD-000054,2026/02/24,CUST-1054,Ergonomic Office Chair,3,132.82,DE
ORD-000055,2026/02/25,CUST-1055,Stainless Steel Water Bottle,3,148.09,UK
ORD-000056,2026/02/26,CUST-1056,Monitor Arm Dual,3,144.79,BR
ORD-000057,2026/02/27,CUST-1057,4K Webcam Pro,1,77.2,CN
ORD-000058,2026/02/28,CUST-1058,4K Webcam Pro,3,80.4,US
ORD-000059,2026/03/01,CUST-1059,LED Desk Lamp,3,38.79,FR
ORD-000060,2026/03/02,CUST-1060,Wireless Mouse Silent,2,42.76,US
ORD-000061,2026/03/03,CUST-1061,Wireless Charger Pad,3,30.7,DE
ORD-000062,2026/03/04,CUST-1062,External SSD 1TB,2,24.52,BR
ORD-000063,2026/03/05,CUST-1063,Yoga Mat Premium,3,145.74,BR
ORD-000064,2026/03/06,CUST-1064,Smart Watch Series 5,3,116.26,JP
ORD-000065,2026/03/07,CUST-1065,Mechanical Keyboard RGB,1,67.51,FR
ORD-000066,2026/03/08,CUST-1066,Monitor Arm Dual,3,29.16,CN
ORD-000067,2026/03/09,CUST-1067,External SSD 1TB,3,121.16,FR
ORD-000068,2026/03/10,CUST-1068,Wireless Headphones Pro,1,66.05,UK
ORD-000069,2026/03/11,CUST-1069,Leather Wallet Classic,2,98.32,UK
ORD-000070,2026/03/12,CUST-1070,Ergonomic Office Chair,3,118.22,AU
ORD-000071,2026/03/13,CUST-1071,Monitor Arm Dual,3,138.24,BR
ORD-000072,2026/03/14,CUST-1072,Wireless Mouse Silent,3,36.16,FR
ORD-000073,2026/03/15,CUST-1073,Air Purifier Small,2,101.21,CN
ORD-000074,2026/03/16,CUST-1074,Stainless Steel Water Bottle,1,139.51,IN
ORD-000075,2026/03/17,CUST-1075,Ergonomic Office Chair,2,132.29,AU
ORD-000076,2026/03/18,CUST-1076,Running Shoes Elite,3,45.27,CA
ORD-000077,2026/03/19,CUST-1077,Leather Wallet Classic,1,90.32,US
ORD-000078,2026/03/20,CUST-1078,Leather Wallet Classic,3,67.2,JP
ORD-000079,2026/03/21,CUST-1079,External SSD 1TB,3,146.42,BR
ORD-000080,2026/03/22,CUST-1080,Smart Watch Series 5,2,128.5,UK
ORD-000081,2026/03/23,CUST-1081,Noise Cancelling Earbuds,3,48.07,CN
ORD-000082,2026/03/24,CUST-1082,Air Purifier Small,1,28.83,AU
ORD-000083,2026/03/25,CUST-1083,Leather Wallet Classic,3,63.2,BR
ORD-000084,2026/03/26,CUST-1084,External SSD 1TB,3,62.71,US
ORD-000085,2026/03/27,CUST-1085,Smart Watch Series 5,3,46.77,FR
ORD-000086,2026/03/28,CUST-1086,Wireless Charger Pad,2,123.28,CN
ORD-000087,2026/03/29,CUST-1087,Bluetooth Speaker Mini,1,57.48,BR
ORD-000088,2026/03/30,CUST-1088,Leather Wallet Classic,1,35.37,JP
ORD-000089,2026/03/31,CUST-1089,External SSD 1TB,1,142.43,JP
ORD-000090,2026/04/01,CUST-1090,Noise Cancelling Earbuds,2,108.25,JP
ORD-000091,2026/04/02,CUST-1091,Wireless Headphones Pro,1,62.45,DE
ORD-000092,2026/04/03,CUST-1092,4K Webcam Pro,2,142.41,BR
ORD-000093,2026/04/04,CUST-1093,External SSD 1TB,2,57.35,CN
ORD-000094,2026/04/05,CUST-1094,External SSD 1TB,2,114.02,DE
ORD-000095,2026/04/06,CUST-1095,Monitor Arm Dual,1,87.52,BR
ORD-000096,2026/04/07,CUST-1096,Wireless Headphones Pro,3,136.5,CA
ORD-000097,2026/04/08,CUST-1097,Leather Wallet Classic,2,33.0,BR
ORD-000098,2026/04/09,CUST-1098,Noise Cancelling Earbuds,3,147.48,DE
ORD-000099,2026/04/10,CUST-1099,Running Shoes Elite,3,136.01,JP
ORD-000100,2026/04/11,CUST-1100,Wireless Headphones Pro,1,25.2,DE
