price,quantity,product_name,country,customer_id,date,order_id
90.97,1,Organic Cotton T-Shirt,CA,CUST-1045,2026/02/15,ORD-000045
49.93,2,Leather Wallet Classic,JP,CUST-1046,2026/02/16,ORD-000046
83.48,1,Wireless Charger Pad,CA,CUST-1047,2026/02/17,ORD-000047
30.13,3,Organic Cotton T-Shirt,CA,CUST-1048,2026/02/18,ORD-000048
25.03,2,Air Purifier Small,DE,CUST-1049,2026/02/19,ORD-000049
52.03,2,External SSD 1TB,DE,CUST-1050,2026/02/20,ORD-000050
77.36,1,Organic Cotton T-Shirt,CN,CUST-1051,2026/02/21,ORD-000051
95.11,3,Leather Wallet Classic,JP,CUST-1052,2026/02/22,ORD-000052
69.36,1,Yoga Mat Premium,UK,CUST-1053,2026/02/23,ORD-000053
55.29,2,Mechanical Keyboard RGB,DE,CUST-1054,2026/02/24,ORD-000054
61.66,1,4K Webcam Pro,UK,CUST-1055,2026/02/25,ORD-000055
87.95,1,Mechanical Keyboard RGB,BR,CUST-1056,2026/02/26,ORD-000056
69.13,3,4K Webcam Pro,UK,CUST-1057,2026/02/27,ORD-000057
44.2,1,Ergonomic Office Chair,DE,CUST-1058,2026/02/28,ORD-000058
81.19,2,Portable Power Bank,JP,CUST-1059,2026/03/01,ORD-000059
72.0,2,Mechanical Keyboard RGB,CN,CUST-1060,2026/03/02,ORD-000060
59.42,1,Mechanical Keyboard RGB,UK,CUST-1061,2026/03/03,ORD-000061
80.4,1,Running Shoes Elite,CA,CUST-1062,2026/03/04,ORD-000062
42.27,2,4K Webcam Pro,CN,CUST-1063,2026/03/05,ORD-000063
49.56,2,Standing Desk Converter,US,CUST-1064,2026/03/06,ORD-000064
67.31,1,LED Desk Lamp,CN,CUST-1065,2026/03/07,ORD-000065
86.62,3,Bluetooth Speaker Mini,CN,CUST-1066,2026/03/08,ORD-000066
34.84,2,Portable Power Bank,US,CUST-1067,2026/03/09,ORD-000067
90.66,1,Mechanical Keyboard RGB,CA,CUST-1068,2026/03/10,ORD-000068
24.79,3,Wireless Headphones Pro,US,CUST-1069,2026/03/11,ORD-000069
26.4,3,Portable Power Bank,JP,CUST-1070,2026/03/12,ORD-000070
27.03,1,Ergonomic Office Chair,US,CUST-1071,2026/03/13,ORD-000071
62.26,3,Standing Desk Converter,CA,CUST-1072,2026/03/14,ORD-000072
24.24,2,LED Desk Lamp,UK,CUST-1073,2026/03/15,ORD-000073
45.13,2,Leather Wallet Classic,IN,CUST-1074,2026/03/16,ORD-000074
23.66,3,Standing Desk Converter,DE,CUST-1075,2026/03/17,ORD-000075
70.57,2,Bluetooth Speaker Mini,CN,CUST-1076,2026/03/18,ORD-000076
34.98,3,Yoga Mat Premium,CA,CUST-1077,2026/03/19,ORD-000077
81.41,2,Organic Cotton T-Shirt,UK,CUST-1078,2026/03/20,ORD-000078
65.81,3,Yoga Mat Premium,IN,CUST-1079,2026/03/21,ORD-000079
57.16,2,Standing Desk Converter,BR,CUST-1080,2026/03/22,ORD-000080
74.22,3,Wireless Charger Pad,US,CUST-1081,2026/03/23,ORD-000081
59.3,1,Stainless Steel Water Bottle,CA,CUST-1082,2026/03/24,ORD-000082
34.01,2,Wireless Mouse Silent,CA,CUST-1083,2026/03/25,ORD-000083
59.24,1,Running Shoes Elite,FR,CUST-1084,2026/03/26,ORD-000084
25.8,2,Wireless Headphones Pro,FR,CUST-1085,2026/03/27,ORD-000085
70.23,1,Standing Desk Converter,CN,CUST-1086,2026/03/28,ORD-000086
88.05,2,Ergonomic Office Chair,CA,CUST-1087,2026/03/29,ORD-000087
97.58,2,Wireless Charger Pad,US,CUST-1088,2026/03/30,ORD-000088
27.25,1,Stainless Steel Water Bottle,FR,CUST-1089,2026/03/31,ORD-000089
96.92,3,Smart Watch Series 5,JP,CUST-1090,2026/04/01,ORD-000090
27.47,1,Standing Desk Converter,JP,CUST-1091,2026/04/02,ORD-000091
81.35,2,Portable Power Bank,AU,CUST-1092,2026/04/03,ORD-000092
28.24,1,Monitor Arm Dual,CN,CUST-1093,2026/04/04,ORD-000093
